111	1.38625e-319
153	1.41515e-319
195	1.42666e-319
237	1.43818e-319
279	1.44969e-319
321	1.4609e-319
363	1.4696e-319
405	1.48151e-319
447	1.49307e-319
489	1.50463e-319
531	1.51614e-319
573	1.52735e-319
615	1.53595e-319
657	1.54746e-319
699	1.55937e-319
741	1.57088e-319
783	1.58239e-319
825	1.59104e-319
867	1.6023e-319
909	1.55631e-321
951	2.1393e-321
993	3.31518e-321
1035	4.50588e-321
1077	5.56812e-321
1119	6.48708e-321
1161	7.67284e-321
1203	8.83883e-321
1245	1.00789e-320
1287	1.12993e-320
1329	1.25888e-320
1371	1.34633e-320
1413	1.46737e-320
1455	1.63289e-320
1497	1.76332e-320
1539	1.87893e-320
1581	1.99504e-320
1623	2.08249e-320
1665	2.1976e-320
1707	2.31272e-320
1749	2.42784e-320
1791	2.54296e-320
1833	2.65807e-320
1875	2.74206e-320
1917	2.86113e-320
1959	2.97675e-320
2001	3.09236e-320
2043	3.20747e-320
2085	3.3137e-320
2127	3.40559e-320
2169	3.52071e-320
2211	3.63583e-320
2253	3.7549e-320
2295	3.87002e-320
2337	3.955e-320
2379	4.07061e-320
2421	4.18572e-320
2463	4.30084e-320
2505	4.41596e-320
2547	4.53503e-320
2589	4.61803e-320
2631	4.73315e-320
2673	4.84827e-320
2715	4.96388e-320
2757	5.07949e-320
2799	5.19461e-320
2841	5.28156e-320
2883	5.39668e-320
2925	5.5118e-320
2967	5.62691e-320
3009	5.74203e-320
3051	5.85418e-320
3093	5.94065e-320
3135	6.05626e-320
3177	6.17533e-320
3219	6.29044e-320
3261	6.40556e-320
3303	6.51771e-320
3345	6.60368e-320
3387	6.7188e-320
3429	6.83392e-320
3471	6.95348e-320
3513	7.06909e-320
3555	7.17532e-320
3597	7.26721e-320
3639	7.38233e-320
3681	7.49745e-320
3723	7.61256e-320
3765	7.73163e-320
3807	7.826e-320
3849	7.93025e-320
3891	8.04536e-320
3933	8.16098e-320
3975	8.27609e-320
4017	8.39121e-320
4059	8.48953e-320
4101	8.59328e-320
4143	8.7084e-320
4185	8.82352e-320
4227	8.93864e-320
4269	9.05474e-320
4311	9.1417e-320
4353	9.25385e-320
4395	9.37292e-320
4437	9.48804e-320
4479	9.60315e-320
4521	9.71827e-320
4563	9.80127e-320
4605	9.91639e-320
4647	1.0032e-319
4689	1.01516e-319
4731	1.02667e-319
4773	1.03793e-319
