111	-0.6398
143	-1.5118
192	-0.6739
225	-0.6684
257	-0.6787
289	-0.6591
321	-1.5087
354	-1.6899
451	-1.9897
484	-1.1298
529	-0.8288
562	-1.2737
594	-1.117
661	-1.2516
693	-0.9012
725	-0.5383
757	-0.5776
789	-1.4394
843	-0.7904
875	-0.6157
907	-0.74
939	-0.6886
971	-1.4411
1004	-1.2493
1037	-0.8869
1069	-0.4687
1101	-1.0885
1133	-0.9423
1165	-1.0171
1197	-0.6589
1229	-2.1937
1365	-1.5419
1459	-1.8917
1491	-0.8063
1523	-1.1468
1555	-1.0062
1587	-0.9218
1626	-1.0645
1658	-0.8854
1690	-1.2276
1876	-1.2104
1908	-0.7146
1940	-0.5284
1972	-0.8985
2004	-1.1474
2036	-1.1363
2068	-1.1419
2100	-1.2302
2132	-0.9369
2164	-0.8091
2196	-0.9689
2228	-1.2431
2317	-1.3588
2436	-1.0915
2468	-1.3798
2500	-1.121
2604	-1.35
2636	-0.8823
2668	-0.8308
2716	-2.0838
2749	-2.0838
2893	-1.3724
2949	-1.7798
2981	-0.8304
3013	-1.8902
3092	-1.4402
3124	-1.237
3156	-1.8335
3189	-1.3443
3221	-1.3699
3253	-0.4952
3285	-1.1275
3317	-1.4375
3349	-1.1378
3381	-1.9353
3524	-1.3046
3556	-1.5302
3626	-1.6072
3658	-1.4794
3935	-0.8453
3967	-0.7822
3999	-0.7253
4031	-1.9919
4063	-1.9167
4095	-1.8331
4127	-1.0194
4159	-0.9308
4191	-1.1778
4223	-1.0054
4255	-1.5665
4287	-0.7617
4319	-0.8558
4351	-1.0575
4383	-2.2305
4426	-2.1157
4458	-1.997
4694	-1.6637
4942	-1.6113
4974	-1.1028
5006	-0.966
5038	-3.0459
5099	-1.1871
5174	-1.9523
5287	-0.8775
5319	-1.155
5351	-0.7983
5383	-1.5197
5415	-1.1776
5447	-1.5787
5479	-2.1271
5561	-1.2659
5593	-1.0227
5625	-2.3744
5666	-0.8641
5698	-1.2168
5730	-0.7523
5762	-1.0807
5794	-1.5302
5826	-1.5391
5858	-0.7053
5890	-1.0041
5922	-0.7771
5954	-1.182
5986	-1.3341
6104	-1.3887
6202	-1.0487
6234	-0.6648
6266	-1.1033
6298	-1.2783
6341	-1.6897
6373	-1.0248
6433	-1.0704
6465	-1.4253
6521	-0.8648
6553	-1.7556
6585	-0.702
6617	-1.5293
6785	-0.9912
6817	-0.8528
6849	-1.0364
6881	-0.7625
6913	-0.8369
6945	-0.7774
6977	-1.7329
7097	-1.4816
7129	-0.8659
7161	-1.3763
7193	-1.6072
7225	-1.0114
7257	-1.0376
7289	-1.0958
7321	-0.6888
7353	-0.7764
7385	-1.9288
7422	-0.7595
7454	-0.532
7486	-0.9078
7518	-0.9451
7550	-1.2329
7582	-1.0703
7614	-0.8623
7646	-0.8918
7679	-1.5199
7711	-1.1184
7743	-1.0441
7775	-0.8202
7807	-0.6331
7839	-0.9283
7871	-1.1932
7939	-1.2529
7996	-1.5315
8028	-1.1531
8060	-1.1471
8092	-2.0942
8147	-1.1397
8179	-1.3014
8211	-1.3816
8243	-1.3674
8276	-1.2989
8308	-1.4547
8340	-1.638
8373	-2.2595
8406	-0.9635
8468	-1.7395
8594	-1.8549
8626	-2.0993
8658	-1.769
8691	-1.185
8723	-2.7294
8773	-1.8323
8826	-0.9653
8858	-0.9946
8890	-0.7009
8922	-1.1249
8955	-2.1895
9013	-0.9889
9045	-0.6216
9077	-1.7511
9109	-0.5665
9141	-0.9442
9173	-0.8276
9205	-0.8385
9237	-1.6217
9300	-1.335
9332	-1.6012
9364	-1.2425
9396	-0.7752
9428	-0.5619
9460	-1.0421
9492	-1.0321
9524	-0.8575
9556	-1.0005
9588	-0.5817
9620	-0.7168
9652	-1.2493
9685	-1.0704
9724	-0.7583
9756	-1.213
9788	-1.5858
9820	-1.1184
9852	-0.8344
9884	-0.6896
9916	-0.8583
9948	-0.8528
9980	-1.3383
10012	-1.0062
10045	-0.8871
10077	-1.1394
